sale_date,maker_id,maker_name,type,city_maker,auction_house,sale_date.1,lot,usd,gbp,eur,bold_currency,Year,Month,Day,cpi_usd,cpi_gbp,cpi_eur,gbp_usd_x,eur_usd,price_usd_real,SP500_real,SP500_30d_ret,SP500_90d_ret,SP500_252d_ret,SP500_vol_30d,SP500_vol_90d,SP500_vol_252d,SP500_ma50,SP500_ma200,SP500_trend_ratio,gbp_usd_y,gbp_90d_change,gbp_vol_30d,10y_yield_pc,10y_yield_90d_change,MCI,real_price_gold,country_iso1,admin1_name,admin2_name,candidate_count,is_ambiguous,maker_name_maker,role,date,maker_last_name,birth_cent,location_filled
1986-11-06,278,"Hesketh, Thomas Earle",Violin,Manchester,Phillip's,1986-11-06,146,1448.0,3055.039789122199,,gbp,1986,11,6,0.3394291195749757,0.3312559147685525,,1.433,,4377.872017812111,724.3632939479661,0.058640281762232,-0.0324328414017204,0.2602641712494764,0.0959510540020921,0.1603312082641906,0.1450597755058169,705.3206143020084,703.3535698466844,1.0027966652046036,1.433,-0.0685732856678582,0.0053737098648597,7.32,0.0001,0.2866019041322877,1200.6277,GB,England,Manchester,44.0,True,"Hesketh, Thomas Earle",Violin maker,1866-1945,Hesketh,19.0,False
2007-10-14,495,"Nürnberger, Albert",Violin Bow,Markneukirchen,Skinner,2007-10-14,227,320.68151012750315,101.0,145.0,usd,2007,10,14,0.6423819069521479,0.6157237325495958,0.6885765042094695,2.0347,1.4176,320.68151012750315,2431.264068812676,0.0662323971551519,0.0263972335054838,0.1174179677753071,0.1373288645298808,0.1774371848436832,0.1318385617093787,2325.8410174603,2320.081845650873,1.002482314070179,2.0347,0.027314955064122,0.003413757890364,4.7,-0.0041999999999999,0.113735033961767,1166.2844,DE,Saxony,,,False,"Nürnberger, Albert",Bow maker,,Nürnberger,,True
1994-11-01,141,"Craske, George",Violin,Stockport,Sotheby's,1994-11-01,41,2628.0,3360.751533742331,,gbp,1994,11,1,0.4602585072497632,0.4790595150624541,,1.6347,,5493.820532208589,1017.7324395951736,0.0088944033681848,0.0458460416538586,-0.0260936639763766,0.1088143917759872,0.0934605557119348,0.0959398828024867,1015.27430818458,1011.3977128690706,1.0038329089201838,1.6347,0.0515921518173045,0.0036294900063807,7.91,0.0065,-3.449780766398922,834.7483,GB,England,Borough of Stockport,9.0,True,"Craske, George",Violin maker,1795-1888,Craske,18.0,False
1995-03-21,906,"Coinus, André",Violin,Mirecourt,Sotheby's,1995-03-21,32,3647.0,4742.878787878787,,gbp,1995,3,21,0.4654852237649576,0.4849375459221161,,1.5807,,7497.0684999999985,1063.55686936735,0.0255539316983559,0.0518072700686935,0.0273108385013272,0.0731085911044541,0.0825244855723216,0.0959390983647373,1033.198435283971,1010.1842292804658,1.0227821869877125,1.5807,-0.0099586621570838,0.007508848255166,7.16,-0.0075999999999999,3.535932916495616,820.0045,FR,Grand Est,Vosges,2.0,True,"Coinus, André",Violin maker,b. 1907,Coinus,20.0,False
1986-05-21,5092,"Colin, Jean Baptiste",Small Violin,Mirecourt,Phillip's,1986-05-21,172,667.0,1348.6506511962054,,gbp,1986,5,21,0.3348173108850983,0.326252020573108,,1.5165,,2045.228712539045,703.219305853165,0.0044978582550483,0.1463015104403984,0.2233214367339886,0.1306693111694286,0.1314745320811947,0.1163844252169545,708.1747210918536,624.7151840851461,1.133596139701532,1.5165,0.0403375180078204,0.0074599259811738,7.9,-0.0141,2.743984422117552,1003.3173,FR,Grand Est,Vosges,,False,"Colin, Jean Baptiste",Violin maker,c. 1893,Colin,19.0,True
2021-10-26,71,"Bisiach, Carlo",Violin,Florence,Tarisio,2021-10-26,139,47955.0,34757.0,48872.23288547665,eur,2021,10,26,0.8503837024829978,0.8332108743570904,0.8450606318065961,1.3784,1.1596,56672.24125399873,5379.677462896775,0.021166881481049,0.0785823584222087,0.2663519727592003,0.1363589372793407,0.1093793594087684,0.1321444499992205,5263.162339638354,5059.09998080982,1.0403357039004135,1.3784,-0.0087019057892844,0.004506803253197,1.63,0.0014999999999999,0.7098933532912584,2108.0282,IT,Tuscany,Province of Florence,47.0,True,"Bisiach, Carlo",Violin maker,1892-1968,Bisiach,19.0,False
2013-04-28,2054,"Methfessel, Gustave",Violin,Berne,Skinner,2013-04-28,309,3524.8420210638583,1629.0,1934.0,usd,2013,4,28,0.7149256576439191,0.7200587803085966,0.7686722792925001,1.5492,1.3028,3524.8420210638583,2213.1531765816644,0.0132141022908134,0.1052102254715139,0.1411301978800363,0.1285759238794206,0.11627284084723,0.1285583811805939,2167.7753397726656,2052.4168139657454,1.0562061882469287,1.5492,-0.0388981946770893,0.0042541743133781,1.7,-0.0007,-0.5063067526934412,2045.6672,CH,Bern,Bern-Mittelland District,1.0,False,"Methfessel, Gustave",Violin maker,1839-1910,Methfessel,19.0,False
1991-11-21,1626,"Hill & Sons, W. E. Firm",Viola Bow,London,Phillip's,1991-11-21,149,1395.0,1745.6793388429753,,gbp,1991,11,21,0.4236714916434027,0.4445260837619397,,1.7975,,3137.8586115702483,897.0629486642069,-0.0041866044917937,-0.0145151462274624,0.1711449377079696,0.1502224393840828,0.1305477571405832,0.140841936692222,916.7356445084072,910.0774547173992,1.0073160693702448,1.7975,0.0877458396369137,0.0056147705575883,7.39,-0.0092,7.12328361442847,867.1813,GB,England,Greater London,34.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
2025-03-25,1435,"Gillet, Louis Henri",Violin Bow,Paris,,2025-03-25,,10104.0,7800.0,9334.0,gbp,2025,3,25,0.9832345381427324,1.0,0.9885687804124508,1.2948,1.0787,10099.44,5875.149497143861,-0.0499043068584034,-0.0504021748052527,0.0763595548451891,0.1856342942915448,0.1504717170067444,0.1393256441897071,6030.536035931159,5919.724770037412,1.018718989513603,1.2948,0.0188857412653447,0.0039757061878295,4.31,-0.0008,-3.67039056504494,3071.3527,FR,Île-de-France,Paris,59.0,True,"Gillet, Louis Henri",Bow maker,1891-1970,Gillet,19.0,False
2025-03-14,745,"Thomassin, Claude Auguste",Cello Bow,Paris,,2025-03-14,,10801.085181629713,8210.0,9753.0,usd,2025,3,14,0.9832345381427324,1.0,0.9885687804124508,1.2915,1.0922,10801.085181629713,5735.091397478623,-0.0773742962158022,-0.0244365867212585,0.0641524171834377,0.1777143883962,0.1534529112385448,0.1379937641824669,6067.1128152476695,5908.765273192668,1.0267987531631024,1.2915,-0.0066912782648822,0.0041907709221158,4.31,9.999999999999786e-05,-4.231965114109095,3035.3082,FR,Île-de-France,Paris,,False,"Thomassin, Claude Auguste",Bow maker,1865-1942,Thomassin,19.0,True
1992-09-17,584,"Pyne, George",Violin,London,Phillip's,1992-09-17,201,1724.0,2114.6837881219903,,gbp,1992,9,17,0.4344323785864499,0.4577516531961793,,1.775,,3753.5637239165326,966.617621923448,-0.0081687657815243,-0.007921440307849,0.0520827486795261,0.0860319065032896,0.0917197304798713,0.1116198830938781,963.9792491699014,956.9386911518244,1.0073573762699497,1.775,-0.0180892847264481,0.0123983334316377,6.4,-0.0093999999999999,3.417863081902276,800.4698,GB,England,Greater London,34.0,True,"Pyne, George",Violin maker,1852-1921,Pyne,19.0,False
1990-11-11,1147,"Wunderlich, Friedrich Wilhelm",Cello Bow,Leipzig,Skinner,1990-11-11,87,1203.2865470852016,252.0,,usd,1990,11,11,0.411373335137063,0.4180749448934607,,1.9657,,1203.2865470852016,762.6648677407394,0.0166988249347312,-0.1403297053215526,-0.129413962230467,0.2162462351832489,0.2009080713167701,0.1557097466325962,759.5311067309542,837.600737035833,0.9067937421101636,1.9657,0.1015410479125806,0.0070073337239192,8.49,-0.0001999999999999,-5.673755280466012,934.431,DE,Saxony,,3.0,True,"Wunderlich, Friedrich Wilhelm",Bow maker,1878-1966,Wunderlich,19.0,False
2001-11-09,19,"Apparut, Georges",Violin,Mirecourt,Tarisio,2001-11-09,OV 53,3712.713077790304,1389.0,2268.0,usd,2001,11,9,0.5454232410561657,0.550330639235856,0.6025334054221055,1.4579,0.8941,3712.713077790304,2054.0196571461915,0.0817086185539202,-0.0832660237826182,-0.2293560176353251,0.188287642596893,0.2168669125104133,0.2271615342567839,1973.0233958298195,2191.742969163892,0.9002074712175264,1.4579,0.04172918899607,0.0053400335364124,4.34,-0.0107,2.161291717217931,508.2292,FR,Grand Est,Vosges,2.0,True,"Apparut, Georges",Violin maker,1877-1948,Apparut,19.0,False
1994-06-21,486,"Neuner, Ludwig",Violin,Berlin,Sotheby's,1994-06-21,159,3897.0,5289.293394777266,,gbp,1994,6,21,0.4550317907345689,0.4783247612049963,,1.5377,,8133.346453149003,991.8867330330514,0.016945179066369,-0.0537142081915285,-0.0124874686179753,0.0836213305220942,0.1038714104635363,0.0873679023889222,996.2383735366776,1025.4249719939305,0.9715370707224932,1.5377,0.052642387732749,0.0034862669414757,7.22,0.0133999999999999,-4.780967769045793,864.555,DE,State of Berlin,,146.0,True,"Neuner, Ludwig",Violin maker,1840-1897,Neuner,19.0,False
2007-03-02,1250,"Silvestre, Hippolyte Chrétien",Cello,Paris,Tarisio,2007-03-02,39,26852.0,22683.333333333336,20400.0,gbp,2007,3,2,0.6313627587224675,0.6083761939750183,0.6770680466517339,1.9442,1.3196,44100.93666666667,2197.104635617383,-0.0413867919890807,-0.002768168829335,0.0452478445954034,0.1312854270380032,0.0961760286306643,0.1032480847023341,2293.4590861796005,2157.4707635857003,1.0630313628759858,1.9442,0.0387903398161999,0.0043466542083117,4.52,-0.0016,2.3922083541666344,1017.7984,FR,Île-de-France,Paris,59.0,True,"Silvestre, Hippolyte Chrétien",Violin maker,1845-1913,Silvestre,19.0,False
2006-11-07,764,"Tua, Silvio",Viola,Nice,Sotheby's,2006-11-07,107,5500.0,4768.467153284671,4312.0,gbp,2006,11,7,0.6195196340068624,0.6039676708302719,0.6715069127983316,1.909,1.2776,9103.003795620438,2232.1164494441105,0.0419783831793405,0.0962429857111286,0.1089827989148792,0.0701902870827264,0.0923825999919131,0.1003214820498097,2158.194692311616,2087.554800332934,1.0338385808925423,1.909,0.0351371868560892,0.0039558030897415,4.66,-0.0053,7.66736633613102,1007.8777,FR,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,,False,"Tua, Silvio",Violin maker,b. 1894,Tua,19.0,True
1985-07-03,867,"Schuster, Adolf Curt",Violin Bow,Markneukirchen,Christie's,1985-07-03,66,482.0,1155.619092481085,,gbp,1985,7,3,0.3314353178458549,0.3175786921381337,,1.3115,,1515.5944397889432,577.6390946884014,0.0048618991917788,0.0503445195558884,0.2102572650237295,0.0903678681340867,0.0915842560255683,0.1169290881661171,565.0178893540988,537.5344848204112,1.0511286351104892,1.3115,0.2054227941176469,0.0091321184132239,10.23,-0.0166,4.9890534908778,936.2309,DE,Saxony,,,False,"Schuster, Adolf Curt",Bow maker,1890-1947,Schuster,19.0,True
1999-05-09,1461,"Lapierre, Marcel Charles",Violin Bow,Mirecourt,Skinner,1999-05-09,229,1236.8186762936225,387.0,586.0,usd,1999,5,9,0.5109884028384145,0.5349008082292431,0.5727967869004402,1.6337,1.0756,1236.8186762936225,2632.153670276776,0.0351156356040056,0.0823318785488356,0.2030287819453022,0.1900812981411052,0.197536514082874,0.220010326709381,2570.886711509825,2328.316255912969,1.1041827779971154,1.6337,-0.0237824917836869,0.0046745731113967,5.54,0.0087,-2.722428747363284,552.8501,FR,Grand Est,Vosges,,False,"Lapierre, Marcel Charles",Bow maker,1907-1979,Lapierre,20.0,True
2013-05-22,1626,"Hill & Sons, W. E. Firm",Cello Bow,London,Bonhams,2013-05-22,137,2454.0,2252.1639511201624,1899.0,gbp,2013,5,22,0.7161985168423253,0.7215282880235122,0.7695218969645478,1.5045,1.2859,3388.380664460284,2311.300479766801,0.040736167885512,0.1116551350768875,0.2608727917743503,0.1307622633922052,0.1071167584795923,0.1265107660166687,2220.094824009478,2083.8559578904915,1.0653782549619708,1.5045,-0.0669767441860466,0.0046647497913567,2.03,0.0018999999999999,0.1102361228210922,1910.8389,GB,England,Greater London,34.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
2013-11-24,748,"Thompson, Charles & Samuel",Violin,London,Skinner,2013-11-24,241,2344.4703499821944,1036.0,1239.0,usd,2013,11,24,0.7165797596940218,0.7259368111682586,0.7692901830539893,1.6186,1.3554,2344.4703499821944,2518.5751974577875,0.0617976110095153,0.0707191540949185,0.265093574516702,0.0947286401461411,0.1018751090460574,0.1116086692558664,2416.2035172552346,2292.951225340323,1.0537526880436012,1.6186,0.0647983685283863,0.0041628523875874,2.75,0.0025,0.7640994390873465,1734.615,GB,England,Greater London,34.0,True,"Thompson, Charles & Samuel",Violin maker,1763-1790,Thompson,18.0,False
2010-10-15,1492,Moinel & Cherpitel Firm,Viola Bow,Paris,Tarisio,2010-10-15,18,1827.0,1712.5165562913908,1297.0,gbp,2010,10,15,0.6724355269145156,0.665686994856723,0.7237970186143508,1.6011,1.3974,2741.9102582781456,1749.1490177552369,0.0776325096287084,0.1103431380933839,0.0601904733268143,0.1259644138731552,0.1834353240201579,0.1860578764828211,1660.822009446864,1672.8737344288434,0.99279579520322,1.6011,0.0918576104746318,0.0048669245197946,2.59,-0.0065,3.2861351503892497,2034.6189,FR,Île-de-France,Paris,,False,Moinel & Cherpitel Firm,Bow maker,,Moinel & Cherpitel Firm,,True
2001-11-09,1384,"Lamy, Joseph Alfred père",Violin Bow,Mirecourt,Tarisio,2001-11-09,LA 46,20626.18376550169,7719.0,12598.0,usd,2001,11,9,0.5454232410561657,0.550330639235856,0.6025334054221055,1.4579,0.8941,20626.18376550169,2054.0196571461915,0.0817086185539202,-0.0832660237826182,-0.2293560176353251,0.188287642596893,0.2168669125104133,0.2271615342567839,1973.0233958298195,2191.742969163892,0.9002074712175264,1.4579,0.04172918899607,0.0053400335364124,4.34,-0.0107,2.161291717217931,508.2292,FR,Grand Est,Vosges,2.0,True,"Lamy, Joseph Alfred père",Bow maker,1850-1919,Lamy,19.0,False
2023-11-30,903,"Dieudonné, Amédée",Violin,Mirecourt,,2023-11-30,,5454.0,4320.0,5228.153771603942,eur,2023,11,30,0.9440403133570278,0.9551800146950772,0.9563605468448289,1.2656,1.0892,5694.505088031014,4838.564349486629,0.0608221020361492,-0.0043551557706815,0.1190674156776137,0.1353620930628598,0.1259926734484109,0.1419097943252691,4606.793443058856,4562.77245607469,1.0096478593679503,1.2656,-0.0206608372668885,0.0054672939680846,4.37,0.0036,-0.841932494575771,2156.4275,FR,Grand Est,Vosges,2.0,True,"Dieudonné, Amédée",Violin maker,1890-1960,Dieudonné,19.0,False
1990-06-14,1586,"Rushworth, Rushworth & Dreaper",Violin,Liverpool,Sotheby's,1990-06-14,69,3564.0,5153.061594202898,,gbp,1990,6,14,0.3993826325433817,0.405584129316679,,1.709,,8806.582264492754,908.6524158184708,0.0791210262421575,0.0775711353027046,0.0831561531254645,0.1218222223701168,0.1173248971864132,0.1371263375869221,877.1210564577756,877.9169549962609,0.9990934238894056,1.709,0.0172619047619049,0.0045338953684645,8.38,-0.0010999999999999,-1.4128816874777268,873.5983,GB,England,Liverpool,20.0,True,"Rushworth, Rushworth & Dreaper",–,,Rushworth,,False
2005-05-12,258,"Hanson, H. R.",Viola,"New York, NY",Tarisio,2005-05-12,200,7696.292181069958,2466.0,3602.0,usd,2005,5,12,0.5976904062081094,0.5833945628214549,0.6538966555958909,1.8639,1.268,7696.292181069958,1939.733302240568,-0.0235392014157994,-0.0538948996932011,0.0277703865894269,0.1446095667057506,0.1161977324493206,0.1090952865874703,1972.5736806711104,1968.251698714079,1.00219584820369,1.8639,-0.0291681858430127,0.0046431680024241,4.18,-0.0011,-2.337453794430324,706.0512,US,New York,,1.0,False,"Hanson, H. R.",Violin maker,b. 1841,Hanson,19.0,False
2024-11-15,647,"Sartory, Eugène Nicolas",Violin Bow,Paris,,2024-11-15,,12371.190486001276,9463.0,11339.0,usd,2024,11,15,0.9699955726636575,0.9889786921381336,0.9776782266162044,1.2629,1.0545,12371.190486001276,6052.213311723141,0.0213407635124718,0.0480517418892563,0.2688620394053267,0.1313391882281246,0.1539525976981128,0.1229681924285784,5950.193898291646,5603.724053218952,1.0618284986523687,1.2629,-0.022825750541628,0.0044759141917233,4.43,0.0025,1.960263021098959,2640.4657,FR,Île-de-France,Paris,,False,"Sartory, Eugène Nicolas",Bow maker,1871-1946,Sartory,19.0,True
1997-03-19,153,"De Zorzi, Valentino",Violin,Florence,Bonhams,1997-03-19,166,33788.0,41496.77233429394,,gbp,1997,3,19,0.491926260253588,0.5099191770756797,0.5576581447439561,1.5968,,66262.04606340057,1597.3329399536135,-0.0069107964621478,0.0704246625808246,0.176424618039618,0.1452085002444113,0.1285671264553876,0.1157075538570792,1607.2137811985313,1470.4325609692764,1.0930210768313589,1.5968,-0.0295958675174718,0.004845735420085,6.74,0.0054,-1.6579179327294684,715.1478,IT,Tuscany,Province of Florence,47.0,True,"De Zorzi, Valentino",Violin maker,1837-1916,De Zorzi,19.0,False
2000-11-10,149,"Darte, Jean-Auguste",Violin,Mirecourt,Tarisio,2000-11-10,OV 11,8477.849373923033,3172.0,5232.0,usd,2000,11,10,0.5352772619384354,0.5437178545187362,0.5905615200432532,1.4299,0.8596,8477.849373923033,2551.9110890719235,-0.0512829071795061,-0.0692605710772363,-0.0541427931463496,0.2368837578819736,0.174799488316902,0.2085426085504809,2665.726152014468,2722.7089234701143,0.9790712951485752,1.4299,-0.0559223557374884,0.0058327590961164,5.82,-0.0018999999999999,-1.0683693728845614,493.9496,FR,Grand Est,Vosges,2.0,True,"Darte, Jean-Auguste",Violin maker,1830-1892,Darte,19.0,False
2015-02-20,854,"Pfretzschner, Hermann Richard",Violin Bow,Markneukirchen,Tarisio,2015-02-20,123,4157.070917936963,1944.0,2635.0,usd,2015,2,20,0.7216619728702668,0.7310800881704629,0.7634973352900285,1.5374,1.1379,4157.070917936963,2924.222320368118,0.0371560926151559,0.1198993024557435,0.1473276493577493,0.1423141275944752,0.1353541986343507,0.1157598726910749,2841.4020609107365,2731.7590544561804,1.0401364118389949,1.5374,-0.034175147631612,0.0040902382865486,2.13,-0.0009,0.398655048093208,1665.475,DE,Saxony,Paris,,False,"Pfretzschner, Hermann Richard",Bow maker,1857-1921,Pfretzschner,19.0,True
1990-06-14,1711,Bazin Family,Violin Bow,Mirecourt,Sotheby's,1990-06-14,55,1219.0,1762.889492753623,,gbp,1990,6,14,0.3993826325433817,0.405584129316679,,1.709,,3012.778143115942,908.6524158184708,0.0791210262421575,0.0775711353027046,0.0831561531254645,0.1218222223701168,0.1173248971864132,0.1371263375869221,877.1210564577756,877.9169549962609,0.9990934238894056,1.709,0.0172619047619049,0.0045338953684645,8.38,-0.0010999999999999,-1.4128816874777268,873.5983,FR,Grand Est,Vosges,2.0,True,Bazin Family,Bow maker,,Bazin Family,,False
1987-09-24,641,"Salomon, Jean Baptiste Deshayes",Violin,Reims,Phillip's,1987-09-24,127,3241.0,5796.300303411084,,gbp,1987,9,24,0.3535719995572663,0.3415972079353416,,1.6375,,9491.44174683565,904.2571290177056,-0.0431364275400825,0.0969393945959851,0.3215509811815178,0.1776795003320156,0.1476889344235022,0.1505324690907848,913.275858975989,844.9968122621066,1.080803910408958,1.6375,-0.0259933380918392,0.0051537045194869,9.51,0.0064,-1.0379725913564632,1305.4088,FR,Grand Est,Marne,2.0,True,"Salomon, Jean Baptiste Deshayes",Violin maker,1713-1767,Salomon,18.0,False
1994-11-10,2876,"Beare, John & Arthur",Cello Bow,London,Phillip's,1994-11-10,151,1471.0,1920.4294478527604,,gbp,1994,11,10,0.4602585072497632,0.4790595150624541,,1.5966,,3066.1576564417173,1008.9329970063828,0.0025947640090266,0.0318458406985846,-0.0224101562922166,0.11281649086983,0.094039011400154,0.0951586011833315,1012.5849192944224,1009.8931813099776,1.0026653690056144,1.5966,0.0303969022265246,0.0051803889868669,7.98,0.0068,-3.658217933774664,836.1605,GB,England,Greater London,34.0,True,"Beare, John & Arthur",–,,Beare,,False
1994-06-21,806,"Vuillaume, Nicolas François",Viola,Brussels,Sotheby's,1994-06-21,231,4252.0,5770.138248847927,,gbp,1994,6,21,0.4550317907345689,0.4783247612049963,,1.5377,,8872.741585253458,991.8867330330514,0.016945179066369,-0.0537142081915285,-0.0124874686179753,0.0836213305220942,0.1038714104635363,0.0873679023889222,996.2383735366776,1025.4249719939305,0.9715370707224932,1.5377,0.052642387732749,0.0034862669414757,7.22,0.0133999999999999,-4.780967769045793,864.555,BE,Brussels Capital,Bruxelles-Capitale,,False,"Vuillaume, Nicolas François",Violin maker,1802-1876,Vuillaume,19.0,True
2005-05-21,810,"Vuillaume, Nicolas III",Violin,Mirecourt,Bongartz's,2005-05-21,348,2073.0,1136.0,2514.158752657689,eur,2005,5,21,0.5976904062081094,0.5833945628214549,0.6538966555958909,1.8246,1.2556,3156.777729836995,1989.79273708265,0.0078764118137331,-0.0138170524527394,0.0621253451866243,0.1445886367194415,0.1175610824344054,0.109627717737709,1963.3503379287,1970.7624759681648,0.9962389490718184,1.8246,-0.0279168886521044,0.0049198325037361,4.13,-0.001,-2.1313626365857354,698.3549,FR,Grand Est,Vosges,,False,"Vuillaume, Nicolas III",Violin maker,1800-1872,Vuillaume,18.0,True
2001-05-11,1626,"Hill & Sons, W. E. Firm",Violin Bow,London,Tarisio,2001-05-11,OB 4,4118.272369161508,1587.0,2565.0,usd,2001,5,11,0.5463456027941411,0.550330639235856,0.6016837877500579,1.4199,0.8752,4118.272369161508,2280.003788032081,0.0759659873688871,-0.0435028271209065,-0.1460436872820922,0.2645568332187024,0.2491096208252289,0.217830589120892,2207.156585786204,2494.505947816351,0.8848071048771446,1.4199,-0.050615137737363,0.0049452986601849,5.51,0.0058,-3.3641159818407047,490.1659,GB,England,Greater London,34.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
2016-05-13,359,"Landolfi, Carlo Ferdinando",Viola,Milan,Tarisio,2016-05-13,61,113729.68292753997,58298.0,74022.0,usd,2016,5,13,0.73859345984037,0.7406318883174137,0.7769367421024176,1.4351,1.1309,113729.68292753997,2770.95600845679,-0.0166041909510874,0.000830664936406,-0.0448546340233126,0.1031093439538307,0.1594942646361051,0.165433663612189,2795.8160211979457,2751.635485214913,1.0160561005338185,1.4351,-0.0202089165016725,0.0060417084680238,1.71,-0.0041999999999999,1.8793084856069224,1723.8171,IT,Lombardy,Città metropolitana di Milano,46.0,True,"Landolfi, Carlo Ferdinando",Violin maker,c. 1710-1784,Landolfi,18.0,False
1987-04-23,487,"Nicolas, Didier l'aîné",Violin,Mirecourt,Phillip's,1987-04-23,82,1351.0,2429.359107448932,,gbp,1987,4,23,0.346500559566121,0.3395957384276267,,1.6345,,3970.7874611252782,827.7620321403442,-0.0172814657771219,0.1369356358326949,0.1419946977451927,0.2106416769680719,0.1654780087294001,0.1581843522670782,839.8511920627078,755.678992737428,1.1113861839937724,1.6345,0.1481455465018264,0.0049593956896859,8.39,0.0128,-3.1288568189763377,1326.6443,FR,Grand Est,Vosges,2.0,True,"Nicolas, Didier l'aîné",Violin maker,1757-1833,Nicolas,18.0,False
1999-09-20,749,"Thouvenel, Charles",Violin,Mirecourt,Phillip's,1999-09-20,34,560.0,644.9793956043957,538.0,gbp,1999,9,20,0.5162151193536089,0.5349008082292431,0.5748822120954662,1.6213,1.0352,1045.7050940934066,2587.157909999209,0.0222077650294372,-0.0307861522571358,0.2756976606842021,0.1814945517457874,0.1698582039901681,0.1927622705146523,2616.323519584784,2551.2763936725783,1.0254959149363545,1.6213,0.0012969367588933,0.0052040458329819,5.91,0.0025,-1.7060855156942478,493.4958,FR,Grand Est,Vosges,2.0,True,"Thouvenel, Charles",Violin maker,1819-1855,Thouvenel,19.0,False
2009-12-14,1336,"Paulus, Johannes O.",Viola Bow,Markneukirchen,Brompton's,2009-12-14,128,1075.0,1010.4161979752528,734.0,gbp,2009,12,14,0.6639436498468879,0.6531961792799413,0.7129837027882907,1.6264,1.4653,1643.3409043869513,1678.018888513336,0.0763338105327728,0.1167776565293661,0.2328721308275025,0.1419876111618103,0.1694304507535863,0.2796865173805681,1631.8251729141475,1452.526970863718,1.1234388108771662,1.6264,-0.0247646459195298,0.0058861475339833,3.56,-0.0023999999999999,3.898658619305205,1693.1407,DE,Saxony,,,False,"Paulus, Johannes O.",Bow maker,1916,Paulus,20.0,True
2002-03-12,1120,"Peccatte, François",Violin Bow,Paris,Sotheby's,2002-03-12,117,12731.0,16288.563829787232,14578.0,gbp,2002,3,12,0.5497275958333846,0.5525349008082293,0.610334440410906,1.411,0.876,22983.163563829785,2120.2864198361253,0.0189202339724552,0.0930553406279781,-0.0838803939438768,0.2041368632840821,0.1658549655841774,0.2098531510290252,2066.161370630481,2104.6312793695165,0.981721307140052,1.411,-0.0351477024070021,0.0029445101140373,5.32,0.0102,2.1400296721375747,534.4465,FR,Île-de-France,Paris,59.0,True,"Peccatte, François",Bow maker,1821-1855,Peccatte,19.0,False
2024-05-14,812,"Wahl, Eugen",Violin,Karlsruhe,,2024-05-14,,4149.0,3297.0,3931.877177700349,eur,2024,5,14,0.9656174289474008,0.9750183688464364,0.9753610875106202,1.2589,1.0814,4251.931979965157,5433.497799952249,0.0061789712844271,0.0988722812580524,0.2319339059442104,0.1294011760429847,0.1146390300706076,0.1158896063966461,5343.617487917581,4969.349518287697,1.075315283872173,1.2589,-0.0086620993779038,0.0042261387267416,4.45,0.0043,0.2441001780230873,2441.9265,DE,Baden-Wurttemberg,Karlsruhe Region,5.0,True,"Wahl, Eugen",Violin maker,1877-1961,Wahl,19.0,False
2005-05-08,1198,"Rossi, Giovanni",Viola,Perugia,Skinner,2005-05-08,63,1179.5404320987657,373.0,545.0,usd,2005,5,8,0.5976904062081094,0.5833945628214549,0.6538966555958909,1.8926,1.2816,1179.5404320987657,1959.793838782291,-0.0057179126438111,-0.0551234066916187,0.0228233938692028,0.1445025784618707,0.1141134375278636,0.1095013409157848,1979.481638336674,1966.5794620005088,1.006560719556707,1.8926,-0.0138599416423509,0.0051060057521306,4.28,0.0004,-2.3836238010542083,711.6561,IT,Umbria,Provincia di Perugia,2.0,True,"Rossi, Giovanni",Violin maker,,Rossi,,False
2011-10-04,8558,"Klotz, Sebastian I",Violin,Mittenwald,Sotheby's,2011-10-04,13,9234.0,8641.269841269841,7005.0,gbp,2011,10,4,0.6961402235804852,0.6943423952975754,0.7457326021472156,1.5407,1.3344,13313.604444444443,1614.54533598277,0.0006633969732943,-0.1538885707775866,-0.0646757323032974,0.3064235329179303,0.2978879704566756,0.2017423722807468,1704.0311494604332,1854.1487574497648,0.9190369125529032,1.5407,-0.0640869882152838,0.0063281777886335,1.81,-0.0123999999999999,-1.516941225358872,2332.0588,DE,Bavaria,Upper Bavaria,1.0,False,"Klotz, Sebastian I",Violin maker,1696-1775,Klotz,17.0,False
2006-10-19,440,"Mermillot, Maurice",Violin,Paris,Tarisio,2006-10-19,317,11121.104063429138,3678.0,5493.0,usd,2006,10,19,0.6204419957448378,0.6024981631153564,0.6711979609175871,1.8758,1.2626,11121.104063429138,2203.2034748010096,0.0621251286755093,0.1231694674010779,0.1284438166279782,0.0682823106294396,0.1056023428572763,0.1041232183334951,2116.2020016235383,2079.807684717312,1.0174988856775828,1.8758,0.0159228769497399,0.0043361769443695,4.79,-0.0030999999999999,6.643857000060459,965.1184,FR,Île-de-France,Paris,59.0,True,"Mermillot, Maurice",Violin maker,1835-1901,Mermillot,19.0,False
